1693547500,Q,1
1693547500,R,1
1693554829,E,1
1693556600,Q,2
1693556600,R,2
1693566108,Q,3
1693566108,R,3
1693566136,Q,4
1693566136,R,4
1693567447,E,2
1693576974,E,3
1693586896,E,4
1693590951,Q,5
1693590951,R,5
1693590987,Q,6
1693590987,R,6
1693606477,Q,7
1693606477,R,7
1693606566,Q,8
1693606566,R,8
1693608121,Q,9
1693608121,R,9
1693608219,E,7
1693608288,E,6
1693608705,E,5
1693608730,E,8
1693609893,Q,10
1693609893,R,10
1693609903,Q,11
1693609903,R,11
1693609976,E,11
1693610063,E,10
1693612926,Q,12
1693612926,R,12
1693613343,Q,13
1693613343,R,13
1693613446,Q,14
1693613446,R,14
1693613566,E,14
1693613710,Q,15
1693613710,R,15
1693613812,E,15
1693614170,Q,16
1693614170,R,16
1693614251,E,16
1693617279,Q,17
1693617279,R,17
1693618212,Q,18
1693618212,R,18
1693618314,Q,19
1693618314,R,19
1693619134,Q,20
1693619134,R,20
1693619181,Q,21
1693619181,R,21
1693619724,Q,22
1693619724,R,22
1693620255,E,12
1693622726,E,17
1693623711,E,22
1693625062,Q,23
1693625062,R,23
1693625513,Q,24
1693625513,R,24
1693625769,Q,25
1693625769,R,25
1693626190,E,25
1693626985,Q,26
1693626985,R,26
1693634287,E,26
1693635000,E,13
1693635876,Q,27
1693635876,R,27
1693636367,E,21
1693636534,E,19
1693636740,E,20
1693637784,Q,28
1693637784,R,28
1693637836,Q,29
1693637836,R,29
1693637919,Q,30
1693637919,R,30
1693637939,Q,31
1693637939,R,31
1693637960,Q,32
1693637960,R,32
1693637987,Q,33
1693637987,R,33
1693638554,E,18
1693638702,Q,34
1693638702,R,34
1693638739,E,34
1693640509,Q,35
1693640509,R,35
1693640518,Q,36
1693640518,R,36
1693640520,Q,37
1693640520,R,37
1693640522,Q,38
1693640522,R,38
1693640524,Q,39
1693640524,R,39
1693640561,E,38
1693640570,E,35
1693640579,E,36
1693640581,E,37
1693640582,Q,40
1693640582,R,40
1693640583,E,9
1693640587,E,39
1693640620,E,40
1693640699,Q,41
1693640699,R,41
1693640943,Q,42
1693640943,R,42
1693640945,Q,43
1693640945,R,43
1693640948,Q,44
1693640948,R,44
1693640955,Q,45
1693640955,R,45
1693640957,Q,46
1693640957,R,46
1693641000,E,42
1693641002,E,43
1693641004,E,44
1693641010,E,45
1693641016,E,46
1693641857,Q,47
1693641857,R,47
1693641859,Q,48
1693641965,Q,49
1693641965,R,49
1693641984,E,49
1693642067,Q,50
1693642835,E,24
1693650587,E,27
1693650587,R,48
1693655060,E,29
1693655060,R,50
1693655239,E,28
1693657090,E,31
1693657118,E,33
1693658248,E,32
1693658941,E,30
1693665743,Q,51
1693673175,E,41
1693673175,R,51
1693674569,E,50
1693675169,Q,52
1693675169,R,52
1693675191,Q,53
1693681111,Q,54
1693681111,R,54
1693681232,Q,55
1693681352,Q,56
1693681477,Q,57
1693682160,Q,58
1693682610,Q,59
1693684772,E,54
1693684772,R,55
1693685003,Q,60
1693685982,E,55
1693685982,R,56
1693686042,E,56
1693686042,R,57
1693687828,Q,61
1693689675,E,57
1693689675,R,58
1693690043,Q,62
1693690060,Q,63
1693690081,Q,64
1693690156,Q,65
1693690738,Q,66
1693691255,Q,67
1693691257,Q,68
1693691267,Q,69
1693691269,Q,70
1693691271,Q,71
1693692401,E,52
1693692401,R,53
1693697000,E,58
1693697000,R,59
1693697061,E,59
1693697061,R,66
1693697079,E,66
1693697079,R,67
1693697118,E,67
1693697118,R,68
1693697175,E,68
1693697175,R,69
1693697237,E,69
1693697237,R,70
1693697300,E,70
1693697300,R,71
1693697363,E,71
1693699493,Q,72
1693699529,Q,73
1693699566,Q,74
1693699705,Q,75
1693699705,R,75
1693699720,Q,76
1693699738,Q,77
1693699820,E,75
1693699820,R,76
1693700512,E,76
1693700512,R,77
1693701340,E,77
1693709346,Q,78
1693709346,R,78
1693711289,E,23
1693711289,R,60
1693711289,R,61
1693714045,E,53
1693714045,R,62
1693714140,Q,79
1693716199,Q,80
