1641021254,Q,1
1641021254,R,1
1641022430,Q,2
1641022430,R,2
1641023009,Q,3
1641023009,R,3
1641023015,Q,4
1641023015,R,4
1641023029,Q,5
1641023029,R,5
1641025388,E,5
1641026545,E,4
1641030181,E,3
1641032103,E,1
1641033312,Q,6
1641033312,R,6
1641033338,Q,7
1641033338,R,7
1641033350,Q,8
1641033350,R,8
1641035126,E,2
1641054959,E,6
1641054993,E,7
1641055005,E,8
1641064097,Q,9
1641064097,R,9
1641064102,Q,10
1641064102,R,10
1641064115,Q,11
1641064115,R,11
1641065888,Q,12
1641065888,R,12
1641066449,E,9
1641066456,E,10
1641071253,E,11
1641075091,Q,13
1641075091,R,13
1641076284,E,13
1641078987,Q,14
1641078987,R,14
1641083152,Q,15
1641083152,R,15
1641083155,Q,16
1641083155,R,16
1641083169,Q,17
1641083169,R,17
1641083672,Q,18
1641083672,R,18
1641083674,Q,19
1641083674,R,19
1641083678,Q,20
1641083678,R,20
1641085489,E,15
1641085519,E,17
1641085983,E,18
1641086019,E,19
1641086149,Q,21
1641086149,R,21
1641086182,Q,22
1641086182,R,22
1641086184,Q,23
1641086184,R,23
1641086186,Q,24
1641086186,R,24
1641087484,E,12
1641088519,E,24
1641089751,E,22
1641090090,Q,25
1641090090,R,25
1641090304,E,16
1641090312,Q,26
1641090312,R,26
1641090410,Q,27
1641090410,R,27
1641090441,Q,28
1641090441,R,28
1641090469,E,27
1641090642,Q,29
1641090642,R,29
1641090693,Q,30
1641090693,R,30
1641090718,E,29
1641090750,E,30
1641090770,Q,31
1641090770,R,31
1641090844,E,20
1641091484,Q,32
1641091484,R,32
1641091602,E,14
1641091618,E,32
1641092635,Q,33
1641092635,R,33
1641092715,Q,34
1641092715,R,34
1641092717,Q,35
1641092717,R,35
1641092719,Q,36
1641092719,R,36
1641092950,Q,37
1641092950,R,37
1641093361,E,23
1641093433,Q,38
1641093433,R,38
1641093575,Q,39
1641093575,R,39
1641094022,E,33
1641094362,E,26
1641094511,Q,40
1641094511,R,40
1641095079,E,34
1641096243,E,35
1641096290,E,36
1641097744,Q,41
1641097744,R,41
1641099744,E,38
1641100511,E,39
1641100743,Q,42
1641100743,R,42
1641100757,Q,43
1641100757,R,43
1641100765,Q,44
1641100765,R,44
1641101173,E,28
1641101794,Q,45
1641101794,R,45
1641101807,Q,46
1641101807,R,46
1641101810,Q,47
1641101810,R,47
1641101916,E,47
1641102085,Q,48
1641102085,R,48
1641102088,Q,49
1641102088,R,49
1641102102,Q,50
1641102102,R,50
1641102210,E,50
1641103091,E,44
1641103176,E,25
1641104293,E,42
1641104750,E,41
1641104809,Q,51
1641104809,R,51
1641104812,Q,52
1641104812,R,52
1641104815,Q,53
1641104815,R,53
1641105834,Q,54
1641105834,R,54
1641105946,E,37
1641106850,E,40
1641107161,E,52
1641107270,E,31
1641107907,E,43
1641108343,E,51
1641108368,E,53
1641108431,E,21
1641108853,Q,55
1641108853,R,55
1641108856,Q,56
1641108856,R,56
1641108859,Q,57
1641108859,R,57
1641108972,E,57
1641109284,E,49
1641110868,E,46
1641111194,E,56
1641112184,E,45
1641112372,Q,58
1641112372,R,58
1641112374,Q,59
1641112374,R,59
1641112392,Q,60
1641112392,R,60
1641112424,Q,61
1641112424,R,61
1641112432,Q,62
1641112432,R,62
1641112625,E,48
1641114090,Q,63
1641114090,R,63
1641114719,E,59
1641114817,E,60
1641114965,E,63
1641115531,Q,64
1641115531,R,64
1641116001,E,55
1641116020,E,58
1641116678,E,54
1641116758,Q,65
1641116758,R,65
1641118444,Q,66
1641118444,R,66
1641118446,Q,67
1641118446,R,67
1641118449,Q,68
1641118449,R,68
1641120811,E,66
1641121250,Q,69
1641121250,R,69
1641121353,Q,70
1641121353,R,70
1641121380,Q,71
1641121380,R,71
1641121402,Q,72
1641121402,R,72
1641121647,E,65
1641121998,E,67
1641122648,Q,73
1641122648,R,73
1641123376,Q,74
1641123376,R,74
1641123453,Q,75
1641123453,R,75
1641123514,Q,76
1641123514,R,76
1641123897,Q,77
1641123897,R,77
1641124438,Q,78
1641124438,R,78
1641124545,E,78
1641124710,E,70
1641125583,E,68
1641127859,E,74
1641128264,E,64
1641129823,Q,79
1641129823,R,79
1641129930,E,79
1641131086,E,76
1641132016,Q,80
1641132016,R,80
1641132018,Q,81
1641132018,R,81
1641132021,Q,82
1641132021,R,82
1641133416,E,69
1641133521,E,73
1641134119,E,61
1641134348,E,81
1641134360,E,80
1641134526,Q,83
1641134526,R,83
1641134536,Q,84
1641134536,R,84
1641134539,Q,85
1641134539,R,85
1641134614,Q,86
1641134614,R,86
1641134649,E,86
1641134733,E,77
1641134854,Q,87
1641134854,R,87
1641134889,E,87
1641134980,Q,88
1641134980,R,88
1641135462,E,62
1641136857,E,83
